rank,code,name,industry,market,ticker,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources,candidate_score,snapshot_date,first_seen_date,appearance_count,consecutive_appearances,previous_yahoo_rank,yahoo_rank_change,trade_date,close,return_1d,return_5d,return_20d,return_60d,return_120d,ma20,ma60,distance_ma20,distance_ma60,distance_high_120d,volatility_20d,latest_volume,avg_volume_20d,volume_ratio_20d,avg_turnover_20d,history_days,score_return_20d,score_return_60d,score_return_120d,score_distance_ma20,score_distance_ma60,score_avg_turnover_20d,score_volume_ratio_20d,score_distance_high_120d,score_volatility_20d,score,momentum_score,trend_score,liquidity_score,evaluation_version,rule_price_floor,rule_liquidity_floor,rule_momentum_20_positive,rule_momentum_60_positive,rule_above_ma20,rule_above_ma60,rule_trend_alignment,rule_volume_expansion,rule_near_120d_high,rule_overheat_control,rule_volatility_control,rule_daily_base,universe_source,universe_label,liquidity_rank,in_yahoo_pool
47,4661,オリエンタルランド,サービス業,プライム,4661.T,,80.0,1.0,出来高,,,,,,,,2026-07-21,2735.0,0.0020150210661293,0.0320754716981133,0.1776103336921421,0.0466896287791809,-0.0145187160389046,2556.0,2352.1,0.0700312989045384,0.1627906976744186,-0.0334435789893459,0.3184381120770977,6534700.0,5761630.0,1.1341755718433846,15096451252.5,268,18.96666666666667,9.03,3.1719532554257097,9.3,9.533333333333337,8.566666666666668,5.653333333333333,5.705,3.5,73.43,31.17,18.83,14.22,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,87.0,True
48,2810,ハウス食品グループ本社,食料品,プライム,2810.T,,,,,,,,,,,,2026-07-21,3896.0,-0.001025641025641,0.0082815734989647,0.0822222222222222,0.2707110241356816,0.2960227296722473,3812.75,3509.0416666666665,0.0218346337945052,0.1102746476364628,-0.0156644770085901,0.1527268100674528,320100.0,260035.0,1.2309881362124329,1005949010.0,268,14.866666666666664,15.81,7.529215358931551,5.833333333333334,8.716666666666667,0.8666666666666668,6.546666666666668,6.3116666666666665,6.778333333333333,73.26,38.21,14.55,7.41,v7,True,True,True,True,True,True,True,True,True,True,True,True,jpx_liquidity,JPX流動性,549.0,False
49,6869,シスメックス,電気機器,プライム,6869.T,,,,,,,,,,,,2026-07-21,1602.0,-0.015970515970516,0.0325491459877538,0.1529327096077726,0.1277719112988384,0.0548935825085319,1518.675,1437.6,0.0548669070077534,0.1143572621035058,-0.015970515970516,0.3869028047618397,3166200.0,2771525.0,1.1424035503919323,4324520110.0,268,18.566666666666663,12.24,4.474123539232053,8.483333333333334,8.866666666666667,5.866666666666666,5.733333333333333,6.3,2.59,73.12,35.28,17.35,11.6,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,249.0,False
50,3697,ＳＨＩＦＴ,情報・通信業,プライム,3697.T,,52.0,1.0,出来高,,,,,,,,2026-07-21,765.7999877929688,0.0301317764908086,0.0888667724794531,0.2329737850505036,0.1316683522663777,-0.0460886902872522,679.4300018310547,670.4333343505859,0.1271212424078243,0.1422462884169677,-0.0994826366325475,0.6520369945731129,10212300.0,7036055.0,1.451424129004108,5045654547.036743,268,19.816666666666663,12.33,2.470784641068448,9.908333333333331,9.35,6.366666666666667,7.533333333333334,3.943333333333334,0.945,72.66,34.62,19.26,13.9,v7,True,True,True,True,True,True,True,True,False,True,True,True,jpx_liquidity,JPX流動性,219.0,True
51,9433,ＫＤＤＩ,情報・通信業,プライム,9433.T,,67.0,1.0,出来高,,,,,,,,2026-07-21,2881.5,0.0047071129707112,0.0256273358248799,0.0933409220261809,0.0941712549838618,0.1035696092885689,2762.325,2693.7,0.043143004534224,0.0697182314288897,0.0,0.1833332027564765,8409900.0,8704240.0,0.9661842963888864,24206006882.5,268,15.766666666666666,10.92,5.258764607679466,7.55,7.066666666666667,9.133333333333333,3.72,6.871666666666667,6.276666666666666,72.56,31.95,14.62,12.85,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,53.0,True
52,8697,日本取引所グループ,その他金融業,プライム,8697.T,,143.0,1.0,出来高,,,,,,,,2026-07-21,2255.5,0.0529878618113912,0.0268609150921921,0.0466357308584686,0.1946504237288135,0.3033293166806954,2134.35,2020.6916666666664,0.0567620118537259,0.1162019605498116,-0.0013283152534868,0.357858634066856,3740200.0,3498445.0,1.069103558866868,7605552397.5,268,11.266666666666667,14.13,7.612687813021703,8.633333333333333,8.916666666666668,7.366666666666667,4.973333333333334,6.72,2.881666666666667,72.5,33.01,17.55,12.34,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,159.0,True
53,4385,メルカリ,情報・通信業,プライム,4385.T,,,,,,,,,,,,2026-07-21,4567.0,-0.0106152512998266,-0.0307724957555178,0.1518284993694829,0.1117332035053553,0.5167718365991365,4355.7,4097.5,0.0485111463140253,0.1145820622330688,-0.0455590386624868,0.4577807660962868,1444000.0,1778070.0,0.8121165083489401,7717075700.0,268,18.5,11.67,8.964941569282137,8.0,8.883333333333333,7.416666666666668,1.72,5.331666666666667,2.006666666666667,72.49,39.13,16.88,9.14,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,156.0,False
54,3086,Ｊ．フロント　リテイリング,小売業,プライム,3086.T,,,,,,,,,,,,2026-07-21,3306.0,0.0119375573921027,0.0565675934803451,0.1380378657487091,0.3357575757575757,0.4473003217083675,3227.3,2613.1583333333333,0.02438570941654,0.2651357393192783,-0.0859828587226984,0.5293542994259024,827300.0,2932815.0,0.2820839364228565,7505180060.0,268,18.1,16.56,8.664440734557594,5.983333333333333,9.908333333333331,7.333333333333332,0.0866666666666666,4.246666666666667,1.528333333333333,72.41,43.32,15.89,7.42,v7,True,True,True,True,True,True,True,False,False,True,True,True,jpx_liquidity,JPX流動性,161.0,False
55,9064,ヤマトホールディングス,陸運業,プライム,9064.T,,,,,,,,,,,,2026-07-21,2022.0,0.0094857713429854,0.0436129032258063,0.1508252703471826,0.1034106412005457,-0.0057837704978546,1912.425,1823.5,0.0572963645633162,0.108856594461201,-0.0148677779407351,0.2217233541599573,1383200.0,1172890.0,1.179309227634305,2296340910.0,268,18.43333333333333,11.4,3.35559265442404,8.7,8.683333333333332,3.75,6.093333333333334,6.346666666666667,5.565,72.33,33.19,17.38,9.84,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,376.0,False
56,8766,東京海上ホールディングス,保険業,プライム,8766.T,,90.0,1.0,出来高,,,,,,,,2026-07-21,7874.0,0.0462397023651341,0.0342834624983581,0.0789257330775554,0.0998742841178934,0.3756204961751477,7473.9,7349.55,0.0535329613722421,0.0713581103604983,-0.0094351490753553,0.4116068533387619,5639100.0,5589690.0,1.008839488415279,42427520725.0,268,14.7,11.28,8.247078464106846,8.383333333333335,7.133333333333335,9.433333333333335,4.266666666666667,6.533333333333332,2.3216666666666668,72.3,34.23,15.52,13.7,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,35.0,True
57,4502,武田薬品工業,医薬品,プライム,4502.T,,92.0,1.0,出来高,,,,,,,,2026-07-21,5555.0,0.0136861313868612,0.0445656261752538,0.1165829145728643,0.0122084548104957,0.1242842306562295,5292.8,5174.483333333334,0.0495389963724304,0.0735371325317502,-0.0568760611205433,0.2038478118656151,5394200.0,3851725.0,1.400463428723494,21153680930.0,268,17.233333333333334,6.75,5.442404006677797,8.1,7.2666666666666675,8.983333333333333,7.36,5.121666666666667,5.903333333333333,72.16,29.43,15.37,16.34,v7,True,True,True,True,True,True,True,True,False,True,True,True,jpx_liquidity,JPX流動性,62.0,True
58,9861,吉野家ホールディングス,小売業,プライム,9861.T,,,,,,,,,,,,2026-07-21,3585.0,-0.0183461117196056,-0.0002788622420524,0.187872763419483,0.0615931299970387,0.175679457098856,3309.85,3211.016666666667,0.0831306554677704,0.116468823477507,-0.0183461117196056,0.2826470541384696,621800.0,582680.0,1.067138051760829,2029994080.0,268,19.06666666666667,9.419999999999998,6.31051752921536,9.65,8.933333333333332,3.2833333333333328,4.8933333333333335,6.218333333333333,4.293333333333333,72.07,34.8,18.58,8.18,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,404.0,False
59,4202,ダイセル,化学,プライム,4202.T,,,,,,,,,,,,2026-07-21,1482.5,0.0182005494505494,0.0559116809116808,0.1079970104633782,0.1869495596477182,0.0246050007436937,1401.275,1306.35,0.0579650675277871,0.1348413518582309,-0.0819762443634731,0.2413653195306977,1579700.0,1191115.0,1.3262363415791087,1722273540.0,268,16.8,13.95,3.973288814691153,8.733333333333333,9.2,2.8000000000000007,7.093333333333334,4.375,5.133333333333333,72.06,34.72,17.93,9.89,v7,True,True,True,True,True,True,True,True,False,True,True,True,jpx_liquidity,JPX流動性,433.0,False
60,8628,松井証券,証券、商品先物取引業,プライム,8628.T,,,,,,,,,,,,2026-07-21,1086.0,0.0197183098591549,0.0342857142857142,0.1288981288981288,0.1127049180327868,0.249128356277632,1007.35,966.6166666666668,0.078076140368293,0.1235063882614617,-0.0082191780821917,0.2276682712629469,954100.0,926465.0,1.0298284338857917,934467390.0,268,17.733333333333334,11.729999999999997,7.0283806343906505,9.5,9.066666666666665,0.5333333333333334,4.466666666666667,6.556666666666668,5.425,72.04,36.49,18.57,5.0,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,569.0,False
61,2413,エムスリー,サービス業,プライム,2413.T,,,,,,,,,,,,2026-07-21,1907.5,-0.0059927045336112,0.0176046945852226,0.1181125439624852,0.2545215389674449,-0.0189350290817947,1851.3,1611.0,0.0303570463998272,0.1840471756672874,-0.0360522993741406,0.297542690499015,3413800.0,3664695.0,0.9315372766355726,6623418612.5,268,17.333333333333336,15.45,3.055091819699499,6.6,9.683333333333335,7.066666666666667,3.24,5.623333333333332,3.9666666666666655,72.02,35.84,16.28,10.31,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,177.0,False
62,6376,日機装,精密機器,プライム,6376.T,,46.0,1.0,値上がり率,,,,,,,,2026-07-21,4120.0,0.0785340314136124,0.1428571428571428,0.0133238827405126,0.6012436844150797,1.2850804215196896,3927.890368652344,3395.344128417969,0.0489091123522291,0.2134263403573404,-0.0202140309155767,0.4985167959192596,607600.0,469810.0,1.293288776313829,1901495425.0,268,8.7,17.610000000000003,9.908180300500836,8.066666666666665,9.8,3.083333333333334,7.0,6.183333333333333,1.645,72.0,36.22,17.87,10.08,v7,True,True,True,True,True,True,True,True,True,True,True,True,jpx_liquidity,JPX流動性,416.0,True
63,2222,寿スピリッツ,食料品,プライム,2222.T,,,,,,,,,,,,2026-07-21,2554.0,-0.0171252645757167,-0.0376789751318764,0.0935559837293942,0.2278846153846154,0.4283527331562886,2526.825,2256.05,0.0107546031086442,0.1320671084417455,-0.0376789751318764,0.2408971039379988,625600.0,536405.0,1.166282939197062,1361135700.0,268,15.866666666666664,15.000000000000002,8.530884808013356,4.816666666666667,9.15,1.866666666666667,6.0,5.588333333333333,5.156666666666667,71.98,39.4,13.97,7.87,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,489.0,False
64,8591,オリックス,その他金融業,プライム,8591.T,,,,,,,,,,,,2026-07-21,6502.0,0.0482024826696758,0.01736817399468,0.002621434078643,0.314331918334344,0.3966292560254898,6334.0,6046.466666666666,0.0265235238395957,0.0753387653395372,-0.0138025178219323,0.3005290193559453,3598900.0,2979375.0,1.207937906440109,18936527470.0,268,8.0,16.38,8.397328881469114,6.2,7.383333333333333,8.883333333333333,6.4,6.393333333333333,3.8850000000000007,71.92,32.78,13.58,15.28,v7,True,True,True,True,True,True,True,True,True,True,True,True,jpx_liquidity,JPX流動性,68.0,False
65,8411,みずほフィナンシャルグループ,銀行業,プライム,8411.T,,57.0,1.0,出来高,,,,,,,,2026-07-21,8302.0,0.0469104665825976,-0.0136628252346441,0.032201914708442,0.2489845042876486,0.2706068528863725,8085.35,7517.716666666666,0.026795376823514,0.1043246730501061,-0.0373376623376623,0.342155289364976,9797400.0,8343275.0,1.174287075518906,68711133360.0,268,9.933333333333332,15.360000000000005,7.328881469115191,6.25,8.55,9.666666666666668,6.04,5.6,3.1733333333333333,71.9,32.62,14.8,15.71,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,21.0,True
66,3769,ＧＭＯペイメントゲートウェイ,情報・通信業,プライム,3769.T,,,,,,,,,,,,2026-07-21,9929.0,0.0037403962798221,0.022975479085102,0.2321916108215438,0.1477285862906021,0.0509102455546146,9408.7,8592.283333333333,0.0552998820240839,0.1555717630354369,-0.0075962018990505,0.3707330836365383,265900.0,281130.0,0.945825774552698,2542211140.0,268,19.6,12.99,4.407345575959933,8.516666666666667,9.483333333333334,4.05,3.4266666666666667,6.58,2.765,71.82,37.0,18.0,7.48,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,358.0,False
67,8334,群馬銀行,銀行業,プライム,8334.T,,,,,,,,,,,,2026-07-21,2532.0,0.0391955674122717,0.0073602546250248,0.0843683083511777,0.1954674220963173,0.3395986140397897,2439.025,2304.333333333333,0.0381197404700648,0.0987993635180095,-0.0339565051507058,0.3191713895624541,981700.0,850095.0,1.1548121092348502,2129303600.0,268,15.2,14.22,7.929883138564275,7.2666666666666675,8.416666666666668,3.5,5.88,5.6933333333333325,3.476666666666666,71.58,37.35,15.68,9.38,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,391.0,False
68,8331,千葉銀行,銀行業,プライム,8331.T,,,,,,,,,,,,2026-07-21,2659.0,0.0485015772870662,-0.0341445695604795,0.0528608196396753,0.2780581590963711,0.3509967127081042,2618.225,2411.616666666667,0.015573527867162,0.1025798738052619,-0.0459275206315034,0.3770079057166063,2942400.0,2334595.0,1.2603470837554265,6328487132.5,268,11.9,15.93,7.963272120200333,5.216666666666666,8.516666666666667,7.016666666666668,6.773333333333333,5.308333333333333,2.695,71.32,35.79,13.73,13.79,v7,True,True,True,True,True,True,True,True,True,True,True,True,jpx_liquidity,JPX流動性,180.0,False
69,8233,高島屋,小売業,プライム,8233.T,,,,,,,,,,,,2026-07-21,2526.5,0.0185446482564,0.09728555917481,0.0710046629927936,0.3033273149342275,0.3356295627120811,2406.5,2135.366666666667,0.0498649490961977,0.1831691668878099,-0.0290161414296694,0.4110777801872461,1691100.0,2533040.0,0.667616776679405,6051749042.5,268,13.733333333333334,16.17,7.896494156928213,8.166666666666668,9.666666666666668,6.833333333333332,0.5333333333333333,5.891666666666668,2.345,71.24,37.8,17.83,7.37,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,191.0,False
70,7267,本田技研工業,輸送用機器,プライム,7267.T,,24.0,1.0,出来高,,,,,,,,2026-07-21,1557.0,0.0140019537609898,0.0414715719063545,0.1015210470463388,0.1602086438152012,-0.0245524029498032,1501.05,1416.9,0.037273908264215,0.0988778318865126,-0.0551071626525151,0.2848447647349097,17780100.0,17434345.0,1.0198318319386246,26730412372.5,268,16.266666666666666,13.38,2.9048414023372287,7.183333333333335,8.433333333333335,9.2,4.346666666666667,5.156666666666667,4.223333333333334,71.09,32.55,15.62,13.55,v7,True,True,True,True,True,True,True,False,False,True,True,True,jpx_liquidity,JPX流動性,49.0,True
71,8304,あおぞら銀行,銀行業,プライム,8304.T,,,,,,,,,,,,2026-07-21,2982.5,0.0345126604231702,0.0257953568357696,0.0688048736785522,0.1433774199731645,0.1963229505549448,2846.35,2737.3,0.0478331898747519,0.0895773207174952,0.0,0.2184780570761736,1236200.0,1248015.0,0.9905329663505646,3605408205.0,268,13.5,12.9,6.54424040066778,7.966666666666665,8.016666666666666,5.366666666666666,4.1066666666666665,6.871666666666667,5.658333333333332,70.93,32.94,15.98,9.47,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,279.0,False
72,8360,山梨中央銀行,銀行業,プライム,8360.T,,92.0,1.0,値上がり率,,,,,,,,2026-07-21,6590.0,0.0646203554119546,0.0138461538461538,0.1038525963149079,0.1981818181818182,0.4004694615968023,6368.5,5979.5,0.0347805605715632,0.1020988376954594,-0.0251479289940828,0.450722010895524,247600.0,126840.0,1.9520655944497003,853068800.0,268,16.4,14.4,8.430717863105176,7.033333333333335,8.5,0.1083333333333333,7.926666666666666,5.9383333333333335,2.0766666666666667,70.81,39.23,15.53,8.03,v7,True,True,True,True,True,True,True,True,True,True,True,True,jpx_liquidity,JPX流動性,589.0,True
73,2503,キリンホールディングス,食料品,プライム,2503.T,,,,,,,,,,,,2026-07-21,2921.5,0.0042970092815399,0.0316031073446327,0.0533022818082578,0.1328034121752617,0.1782617463198226,2834.655517578125,2697.61689046224,0.0306366970812994,0.0829929225047956,0.0,0.2030343151349344,3391000.0,3198140.0,1.060303801584671,9164581152.5,268,12.033333333333337,12.39,6.377295492487479,6.65,7.733333333333332,7.8,4.826666666666667,6.871666666666667,5.926666666666668,70.61,30.8,14.38,12.63,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,133.0,False
74,7550,ゼンショーホールディングス,小売業,プライム,7550.T,,,,,,,,,,,,2026-07-21,9250.0,-0.0056970869611953,0.0296081923419411,0.232019179541822,0.0937684758188484,0.0814649557172526,8578.8,8198.333333333334,0.0782393807991794,0.1282781053059565,-0.0673993043302918,0.3543847662889828,517300.0,604860.0,0.8552392289124756,5215252865.0,268,19.56666666666667,10.83,4.874791318864775,9.55,9.116666666666664,6.433333333333333,2.2666666666666666,4.748333333333333,2.94,70.33,35.27,18.67,8.7,v7,True,True,True,True,True,True,True,False,False,True,True,True,jpx_liquidity,JPX流動性,215.0,False
75,3863,日本製紙,パルプ・紙,プライム,3863.T,,,,,,,,,,,,2026-07-21,1518.0,0.0397260273972601,0.1311475409836064,0.2660550458715596,0.022911051212938,0.2814229239236752,1328.45,1326.25,0.1426850841205915,0.1445805843543826,0.0,0.244601424953562,714200.0,760010.0,0.939724477309509,1007301130.0,268,19.816666666666663,7.410000000000001,7.429048414023373,9.908333333333331,9.416666666666668,0.9,3.333333333333334,6.871666666666667,5.005,70.09,34.66,19.33,4.23,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,547.0,False
76,9616,共立メンテナンス,サービス業,プライム,9616.T,,,,,,,,,,,,2026-07-21,3125.0,0.0313531353135314,0.0869565217391303,0.0831889081455805,0.2378688849277084,0.0806899698884313,3004.2,2684.016666666667,0.0402103721456628,0.1642997745915635,-0.0120139108441352,0.3619372514088607,1046100.0,1077440.0,0.9709125334125334,3232805967.5,268,15.0,15.090000000000002,4.858096828046745,7.4,9.55,5.033333333333332,3.813333333333334,6.451666666666666,2.835,70.03,34.95,16.95,8.85,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,299.0,False
77,9107,川崎汽船,海運業,プライム,9107.T,,127.0,1.0,出来高,,,,,,,,2026-07-21,2750.0,0.009730126675234,0.083957430035475,0.0899722552516844,0.0756894191277137,0.2576619234143735,2556.275,2554.6666666666665,0.0757840999110033,0.0764613778705638,-0.0223045455373983,0.3468038984442154,4045700.0,4527585.0,0.8935668794732733,11566380025.0,268,15.566666666666665,10.080000000000002,7.178631051752921,9.466666666666669,7.5,8.166666666666668,2.773333333333334,6.125,3.045,69.9,32.83,16.97,10.94,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,111.0,True
78,2181,パーソルホールディングス,サービス業,プライム,2181.T,,69.0,1.0,出来高,,,,,,,,2026-07-21,267.20001220703125,0.0041338071337273,0.0544594263730893,0.1226891269202994,0.1100956194215796,-0.0169912259527672,253.0850006103516,244.1666661580404,0.0557718219674783,0.0943345232640489,-0.0253749957700548,0.2125043943379664,7969200.0,6612065.0,1.2052513095379431,1717102842.1821594,268,17.533333333333335,11.61,3.121869782971619,8.566666666666668,8.2,2.766666666666667,6.36,5.926666666666668,5.74,69.83,32.27,16.77,9.13,v7,False,True,True,True,True,True,True,True,True,True,True,False,jpx_liquidity,JPX流動性,435.0,True
79,2121,ＭＩＸＩ,情報・通信業,プライム,2121.T,,,,,,,,,,,,2026-07-21,2960.0,0.0006761325219744,0.0182318541451669,0.1102775693923481,0.1349693251533743,0.1110317934725086,2818.1,2698.2833333333333,0.0503530747666867,0.0969937676423899,0.0,0.2162663728106252,370200.0,334245.0,1.1075707938787416,946399310.0,268,16.9,12.51,5.292153589315526,8.2,8.35,0.6166666666666667,5.373333333333332,6.871666666666667,5.705,69.82,34.7,16.55,5.99,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,564.0,False
80,7309,シマノ,輸送用機器,プライム,7309.T,,,,,,,,,,,,2026-07-21,18395.0,-0.0191948813649693,0.0493439817455789,0.0768007598923545,0.0729075532225138,0.0751022793687901,17457.7150390625,16871.69951171875,0.0536888681502865,0.0902873173638016,-0.0215425531914893,0.3050032368429027,495500.0,286015.0,1.732426620981417,5292249700.0,268,14.46666666666667,9.81,4.791318864774624,8.416666666666668,8.066666666666665,6.45,7.813333333333333,6.136666666666668,3.815,69.77,29.07,16.48,14.26,v7,True,True,True,True,True,True,True,True,True,True,True,True,jpx_liquidity,JPX流動性,214.0,False
81,9449,ＧＭＯインターネットグループ,情報・通信業,プライム,9449.T,,,,,,,,,,,,2026-07-21,4058.0,0.0004930966469427,0.0373210633946829,0.1456804065499717,0.2263523723179208,0.0331735525559744,3663.75,3360.583333333333,0.1076083248038213,0.2075284548813449,-0.0041717791411043,0.426215146787377,429700.0,564400.0,0.7613394755492559,1832146940.0,268,18.166666666666664,14.97,4.090150250417362,9.766666666666667,9.766666666666667,2.983333333333334,1.1466666666666667,6.661666666666667,2.1933333333333334,69.75,37.23,19.53,4.13,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,422.0,False
82,7186,横浜フィナンシャルグループ,銀行業,プライム,7186.T,,,,,,,,,,,,2026-07-21,1866.0,0.040133779264214,-0.0100795755968169,0.0497890295358649,0.2719836400817996,0.3549395335974441,1822.125,1684.8666666666666,0.0240790286067091,0.1075060341075457,-0.034411384217335,0.3464709677202851,3232000.0,3277295.0,0.986179150793566,6004549475.0,268,11.633333333333333,15.87,8.013355592654426,5.966666666666668,8.6,6.783333333333332,4.013333333333334,5.67,3.068333333333334,69.62,35.52,14.57,10.8,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,194.0,False
83,4732,ユー・エス・エス,サービス業,プライム,4732.T,,,,,,,,,,,,2026-07-21,1997.5,-0.0044854223772738,0.0108805668016194,0.0565987833906374,0.1688121708601522,0.1678290346343833,1948.3,1835.8833333333328,0.0252527844787764,0.0880321008052436,-0.0044854223772738,0.1728657487403817,1378800.0,1100490.0,1.2528964370416815,2192125975.0,268,12.433333333333335,13.56,6.193656093489149,6.083333333333332,7.85,3.583333333333334,6.733333333333333,6.626666666666668,6.475,69.54,32.19,13.93,10.32,v7,True,True,True,True,True,True,True,True,True,True,True,True,jpx_liquidity,JPX流動性,386.0,False
84,7180,九州フィナンシャルグループ,銀行業,プライム,7180.T,,,,,,,,,,,,2026-07-21,1552.0,0.0465273095077545,0.0104166666666667,0.0550645819170632,0.2215663124754034,0.3696586718818762,1496.9,1417.3833333333334,0.0368094061059522,0.0949754829909574,-0.0120942075111394,0.2733553590798489,1246300.0,1168945.0,1.0661750552848936,1772479000.0,268,12.2,14.910000000000002,8.180300500834724,7.166666666666668,8.233333333333334,2.8833333333333333,4.88,6.44,4.445,69.34,35.29,15.4,7.76,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,428.0,False
85,7181,かんぽ生命保険,保険業,プライム,7181.T,,,,,,,,,,,,2026-07-21,1686.0,0.0468798509779571,0.0391371340523882,0.1059363725811741,0.0930307941653161,0.0581709671272931,1592.0,1538.0583333333334,0.0590452261306533,0.0961872924195548,-0.0316435914179902,0.3077003496384561,2421800.0,2234295.0,1.0839213264139247,3590346392.5,268,16.7,10.77,4.540901502504174,8.816666666666668,8.266666666666667,5.35,5.173333333333333,5.786666666666667,3.745,69.15,32.01,17.08,10.52,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,280.0,False
86,7380,十六フィナンシャルグループ,銀行業,プライム,7380.T,,138.0,1.0,値上がり率,,,,,,,,2026-07-21,2444.0,0.0570934256055364,0.001639344262295,0.0935123042505592,0.2177379172894868,0.4910520854139362,2402.85,2206.6,0.0171254968058764,0.1075863319133509,-0.0404397330192383,0.4191118628780566,546600.0,444410.0,1.2299453207623592,1083675450.0,268,15.8,14.820000000000002,8.914858096828048,5.416666666666666,8.633333333333333,1.2,6.533333333333334,5.495,2.275,69.09,39.53,14.05,7.73,v7,True,True,True,True,True,True,True,True,True,True,True,True,jpx_liquidity,JPX流動性,529.0,True
87,8381,山陰合同銀行,銀行業,プライム,8381.T,,,,,,,,,,,,2026-07-21,2429.0,0.0375907731738573,-0.0028735632183908,0.0971093044263775,0.2684073107049609,0.5557357959445286,2363.55,2139.55,0.0276913964164073,0.135285457222313,-0.0318852132323634,0.3181784923726192,382100.0,445950.0,0.8568225137347236,1042835945.0,268,16.0,15.72,9.06510851419032,6.366666666666667,9.216666666666663,1.0666666666666669,2.32,5.751666666666668,3.523333333333333,69.03,40.79,15.58,3.39,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,537.0,False
88,4812,電通総研,情報・通信業,プライム,4812.T,,,,,,,,,,,,2026-07-21,2670.0,-0.0085406609728926,-0.0029873039581777,0.3595771957986862,0.2119836586472991,0.0364906832298137,2448.983465576172,2225.846006266276,0.0902482754704223,0.1995439003791488,-0.0226939970717423,0.6537960140492571,489100.0,662760.0,0.7379745307501961,1719667375.0,268,19.816666666666663,14.7,4.173622704507512,9.7,9.75,2.783333333333333,0.92,6.09,0.9333333333333336,68.87,38.69,19.45,3.7,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,434.0,False
89,8354,ふくおかフィナンシャルグループ,銀行業,プライム,8354.T,,,,,,,,,,,,2026-07-21,7407.0,0.0460386950995621,0.0099536405781293,0.0433863924496407,0.184551415320646,0.3641184508284103,7176.8,6804.983333333334,0.032075576858767,0.0884670302890773,-0.0248815165876776,0.3445602981517385,719000.0,620610.0,1.1585375678767664,4543033455.0,268,10.833333333333332,13.92,8.130217028380635,6.766666666666665,7.916666666666665,6.033333333333334,5.906666666666666,5.95,3.103333333333333,68.56,32.88,14.68,11.94,v7,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,239.0,False
90,7211,三菱自動車工業,輸送用機器,プライム,7211.T,,49.0,1.0,出来高,,,,,,,,2026-07-21,389.5,0.0239222036002237,0.0561280176035459,0.2275449574052306,0.1885870780924028,-0.005752443331687,340.48499908447263,339.32166646321616,0.1439564181897099,0.1478783658579707,-0.1362771960999368,0.4749087911143665,10625200.0,14745725.0,0.7205613830449165,5197905660.803528,268,19.53333333333333,13.979999999999997,3.372287145242069,9.908333333333331,9.45,6.416666666666668,0.84,3.138333333333333,1.8783333333333327,68.52,36.89,19.36,7.26,v7,True,True,True,True,True,True,True,False,False,True,True,True,jpx_liquidity,JPX流動性,216.0,True
