rank,code,name,industry,market,ticker,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources,candidate_score,snapshot_date,first_seen_date,appearance_count,consecutive_appearances,previous_yahoo_rank,yahoo_rank_change,trade_date,close,return_1d,return_5d,return_20d,return_60d,return_120d,ma20,ma60,distance_ma20,distance_ma60,distance_high_120d,volatility_20d,latest_volume,avg_volume_20d,volume_ratio_20d,avg_turnover_20d,history_days,score_return_20d,score_return_60d,score_return_120d,score_distance_ma20,score_distance_ma60,score_avg_turnover_20d,score_volume_ratio_20d,score_distance_high_120d,score_volatility_20d,score,momentum_score,trend_score,liquidity_score,evaluation_version,rule_price_floor,rule_liquidity_floor,rule_momentum_20_positive,rule_momentum_60_positive,rule_above_ma20,rule_above_ma60,rule_trend_alignment,rule_volume_expansion,rule_near_120d_high,rule_overheat_control,rule_volatility_control,rule_daily_base,universe_source,universe_label,liquidity_rank,in_yahoo_pool
36,4042,東ソー,化学,プライム,4042.T,,,,,,,,,,,,2026-06-15,3037.0,0.0613314695089988,0.1134738771769019,0.1771317829457364,0.3063353244112878,0.3196737233208642,2734.475,2527.599328613281,0.1106336682544182,0.2015353721692083,0.0,0.4016008965604859,2169600.0,1631130.0,1.330120836475327,4590878167.5,243,18.0,14.429999999999998,6.616666666666665,9.483333333333334,8.733333333333333,5.566666666666666,7.24,6.661666666666667,3.115,79.85,39.05,18.22,12.81,v4,True,True,True,True,True,True,True,True,True,True,True,True,jpx_liquidity,JPX流動性,267.0,False
37,6723,ルネサスエレクトロニクス,電気機器,プライム,6723.T,,39.0,1.0,出来高,,,,,,,,2026-06-15,4488.0,0.0305396096440873,0.0843198840299588,0.212972972972973,0.8136997373206709,1.0733575134933455,4302.65,3331.758333333333,0.0430781030295284,0.347036474734312,-0.0723439437784208,0.7869810260694676,13043300.0,18092685.0,0.7209156628770136,78184532305.0,243,18.63333333333333,17.430000000000003,9.366666666666667,7.4,9.65,9.7,2.1066666666666665,4.655,0.6883333333333332,79.63,45.43,17.05,11.81,v4,True,True,True,True,True,True,True,False,False,True,True,True,jpx_liquidity,JPX流動性,19.0,True
38,8411,みずほフィナンシャルグループ,銀行業,プライム,8411.T,,44.0,1.0,出来高,,,,,,,,2026-06-15,7793.0,0.0304112124818194,0.030547474213171,0.1943295019157087,0.2932877097400785,0.377834088031159,7395.35,6857.456087239583,0.0537702745644221,0.1364272553638783,0.0,0.3710439416798223,11061200.0,12523985.0,0.8832013133200016,88548109120.0,243,18.43333333333333,14.1,7.133333333333335,7.85,7.833333333333332,9.75,4.293333333333333,6.661666666666667,3.4066666666666667,79.46,39.67,15.68,14.04,v4,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,16.0,True
39,8309,三井住友トラストグループ,銀行業,プライム,8309.T,,,,,,,,,,,,2026-06-15,6061.0,0.0167757087736957,0.0475285171102661,0.1092606149341142,0.2592751228264494,0.3219563277963777,5724.4,5396.434008789062,0.0588009223674097,0.1231490999664912,0.0,0.2573485364393439,3670400.0,3294740.0,1.1140181015800945,18739806135.0,243,16.4,13.020000000000003,6.633333333333333,8.083333333333332,7.6,8.7,6.12,6.661666666666667,5.471666666666667,78.69,36.05,15.68,14.82,v4,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,79.0,False
40,8331,千葉銀行,銀行業,プライム,8331.T,,,,,,,,,,,,2026-06-15,2521.0,0.0372351368031269,0.0675418166419647,0.1081318681318681,0.280881050296025,0.4947983241376694,2364.475,2212.3421427408853,0.0661986276023218,0.1395163303614135,0.0,0.2807581145784342,3105200.0,2681855.0,1.1578552904612665,6276473457.5,243,16.3,13.65,7.916666666666665,8.433333333333335,7.866666666666665,6.35,6.573333333333334,6.661666666666667,4.876666666666667,78.63,37.87,16.3,12.92,v4,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,220.0,False
41,9962,ミスミグループ本社,卸売業,プライム,9962.T,,,,,,,,,,,,2026-06-15,3811.0,0.0286099865047233,0.055386319579064,0.2094573151380514,0.3637872783246423,0.4965172816744736,3577.3,3211.881868489583,0.0653285997819583,0.1865318078439035,-0.004440961337513,0.3831572344001174,1267600.0,1407855.0,0.9003768143736394,5041237470.0,243,18.6,15.270000000000003,7.933333333333333,8.383333333333335,8.583333333333332,5.716666666666666,4.573333333333333,6.23,3.243333333333333,78.53,41.8,16.97,10.29,v4,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,258.0,False
42,8306,三菱ＵＦＪフィナンシャル・グループ,銀行業,プライム,8306.T,,10.0,1.0,出来高,,,,,,,,2026-06-15,3242.0,0.0253004427577483,0.0233585858585858,0.0824707846410683,0.2543908106780526,0.3221550342321553,3105.25,2894.9958048502604,0.0440383221962805,0.1198634535388172,0.0,0.2479554892829722,56006100.0,47488950.0,1.1793501435597122,145965257860.0,243,15.0,12.96,6.65,7.466666666666668,7.533333333333332,9.908333333333331,6.626666666666668,6.661666666666667,5.67,78.48,34.61,15.0,16.54,v4,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,10.0,True
43,6055,ジャパンマテリアル,サービス業,プライム,6055.T,,72.0,1.0,値上がり率,,,,,,,,2026-06-15,2470.0,0.0895456550507278,0.1852207293666026,0.1886429258902791,0.3645897148085835,0.5590479918961901,2123.8,1915.301735432943,0.1630096995950654,0.2896140353789587,0.0,0.8472632312126936,1216200.0,999165.0,1.2172163756736876,2167615425.0,243,18.33333333333333,15.3,8.25,9.783333333333337,9.383333333333333,3.3,6.8533333333333335,6.661666666666667,0.525,78.39,41.88,19.17,10.15,v4,True,True,True,True,True,True,True,True,True,True,False,False,jpx_liquidity,JPX流動性,403.0,True
44,5301,東海カーボン,ガラス・土石製品,プライム,5301.T,,,,,,,,,,,,2026-06-15,1822.0,0.0027517886626307,0.0221598877980364,0.1387499999999999,0.9211302753030424,0.879598142064715,1744.95,1301.525,0.0441559930083956,0.399896275522944,-0.040800210581732,0.4521730046627677,2008600.0,2420605.0,0.8297925518620345,4051385127.5,243,17.366666666666664,17.58,9.166666666666664,7.5166666666666675,9.716666666666669,5.3,3.6266666666666665,5.4833333333333325,2.52,78.28,44.11,17.23,8.93,v4,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,283.0,False
45,3099,三越伊勢丹ホールディングス,小売業,プライム,3099.T,,,,,,,,,,,,2026-06-15,3699.0,-0.0149134487350199,0.0620155038759691,0.1448467966573816,0.3482152399154397,0.5486933507019669,3421.95,3171.0008056640627,0.0809626090387061,0.1665086913232003,-0.0149134487350199,0.4059201526560435,1896100.0,2157450.0,0.8788616190409975,7432906145.0,243,17.5,15.03,8.216666666666667,8.933333333333332,8.283333333333335,6.8,4.213333333333333,6.031666666666667,3.045,78.05,40.75,17.22,11.01,v4,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,193.0,False
46,8308,りそなホールディングス,銀行業,プライム,8308.T,,,,,,,,,,,,2026-06-15,2203.0,0.0260829063809966,0.0563414049388635,0.0905940594059406,0.2799266496870072,0.4290043531361331,2092.25,1952.708846028646,0.0529334448560161,0.1281763814817493,0.0,0.3011798503172695,9965300.0,9472805.0,1.051990408332062,20006546775.0,243,15.4,13.62,7.483333333333332,7.8,7.716666666666665,8.833333333333332,5.693333333333333,6.661666666666667,4.503333333333333,77.71,36.5,15.52,14.53,v4,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,71.0,False
47,6178,日本郵政,サービス業,プライム,6178.T,,113.0,1.0,出来高,,,,,,,,2026-06-15,2285.5,-0.0140207075064711,0.0740131578947369,0.1127069133398246,0.3118378431136384,0.4331614920886382,2130.525,1940.1067728678383,0.0727402870184579,0.1780279477204267,-0.0140207075064711,0.2668562097368976,5298900.0,8175215.0,0.6481664396593851,16593199857.5,243,16.5,14.46,7.566666666666667,8.733333333333333,8.5,8.55,1.52,6.043333333333333,5.261666666666668,77.14,38.53,17.23,10.07,v4,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,88.0,True
48,8697,日本取引所グループ,その他金融業,プライム,8697.T,,117.0,1.0,出来高,,,,,,,,2026-06-15,2204.0,0.0388875795427763,0.1031031031031031,0.2612303290414879,0.2189788137984822,0.2926225338201462,1997.625,1907.325526936849,0.1033101808397471,0.1555447504231792,0.0,0.5102294275955336,5138200.0,4948925.0,1.0382456796172903,9987742852.5,243,19.0,12.36,6.383333333333333,9.366666666666667,8.133333333333333,7.5,5.573333333333334,6.661666666666667,2.123333333333333,77.1,37.74,17.5,13.07,v4,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,151.0,True
49,7717,ブイ・テクノロジー,精密機器,プライム,7717.T,,,,,,,,,,,,2026-06-15,6340.0,0.0359477124183007,0.1341681574239714,0.1444043321299639,0.4455324140742669,1.171242679719665,5744.0,5085.135766601563,0.1037604456824512,0.2467710383742758,0.0,0.7696903861357246,327100.0,311475.0,1.0501645396901838,1824500150.0,243,17.466666666666665,15.99,9.45,9.383333333333333,9.1,2.5333333333333337,5.68,6.661666666666667,0.7583333333333334,77.02,42.91,18.48,8.21,v4,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,449.0,False
50,9831,ヤマダホールディングス,小売業,プライム,9831.T,,134.0,1.0,出来高,,,,,,,,2026-06-15,673.7000122070312,-0.0083897733326505,0.0101964125716491,0.1786214852728653,0.294313424359788,0.4327327064411699,632.7750030517578,569.8032002766927,0.0646754517133256,0.1823380631767019,-0.0254592447515106,0.2898666436061611,4603400.0,4708985.0,0.9775779706242428,3080698750.6567383,243,18.03333333333333,14.159999999999998,7.55,8.333333333333336,8.533333333333335,4.466666666666666,5.173333333333333,5.845,4.678333333333333,76.77,39.74,16.87,9.64,v4,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,333.0,True
51,7186,横浜フィナンシャルグループ,銀行業,プライム,7186.T,,,,,,,,,,,,2026-06-15,1761.0,0.0238372093023255,0.0724725943970767,0.1044214487300094,0.2741382675704917,0.3841819721724588,1653.35,1538.052870686849,0.0651102307436417,0.1449541388090185,0.0,0.2928448165980328,4143700.0,3846360.0,1.077304256491852,6428284255.0,243,16.066666666666666,13.41,7.166666666666668,8.35,7.95,6.45,5.933333333333334,6.661666666666667,4.62,76.61,36.64,16.3,12.38,v4,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,214.0,False
52,5393,ニチアス,ガラス・土石製品,プライム,5393.T,,,,,,,,,,,,2026-06-15,3778.0,0.0333698030634572,0.1011366948411542,0.1311377245508982,0.3182496971159096,0.725990596368264,3509.2,3229.5320353190104,0.0765986549640944,0.1698289283657197,-0.0005291005291004,0.3113080725006769,616600.0,673455.0,0.915577135814568,2335041995.0,243,17.166666666666664,14.58,8.766666666666667,8.833333333333332,8.35,3.55,4.72,6.3,4.281666666666667,76.55,40.51,17.18,8.27,v4,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,388.0,False
53,9984,ソフトバンクグループ,情報・通信業,プライム,9984.T,,9.0,2.0,値上がり率・出来高,,,,,,,,2026-06-15,7139.0,0.1030593325092708,0.0233658256880733,0.2764169497586268,0.9808712452224856,0.5979802108756027,7037.8,5419.615498860677,0.0143794935917473,0.3172521189927175,-0.1729610750695087,1.2899184713606389,71003100.0,79987530.0,0.887677116670561,581507590245.0,243,19.1,17.64,8.483333333333334,5.1,9.566666666666668,9.908333333333331,4.346666666666667,2.2983333333333333,0.0758333333333333,76.52,45.22,14.67,14.26,v4,True,True,True,True,True,True,True,False,False,True,False,False,jpx_liquidity,JPX流動性,2.0,True
54,6479,ミネベアミツミ,電気機器,プライム,6479.T,,,,,,,,,,,,2026-06-15,4476.0,0.0574060949681076,-0.0153981522217333,0.1732634338138925,0.6614529190863361,0.3533525151263679,4397.2,3459.2816080729167,0.0179204948603657,0.2939102701423237,-0.1037244693632358,0.6205641660235091,3572000.0,3212010.0,1.112076238866006,14410513010.0,243,17.866666666666664,17.160000000000004,6.933333333333335,5.450000000000001,9.433333333333335,8.3,6.093333333333334,3.8850000000000007,1.3416666666666668,76.46,41.96,14.88,14.39,v4,True,True,True,True,True,True,True,False,False,True,True,True,jpx_liquidity,JPX流動性,103.0,False
55,5991,日本発條,金属製品,プライム,5991.T,,,,,,,,,,,,2026-06-15,3756.0,0.0231544538272949,-0.0221296537360062,0.1248876909254268,0.4287532133902894,0.4586044056281591,3601.55,3030.9966023763022,0.0428843136982688,0.2391963742405038,-0.0723635465547049,0.5629234066163856,1797700.0,1036610.0,1.734210551702183,3875399565.0,243,16.933333333333334,15.81,7.766666666666665,7.383333333333333,9.083333333333332,5.2,7.8,4.6433333333333335,1.7966666666666666,76.42,40.51,16.47,13.0,v4,True,True,True,True,True,True,True,True,False,True,True,True,jpx_liquidity,JPX流動性,289.0,False
56,5101,横浜ゴム,ゴム製品,プライム,5101.T,,65.0,1.0,値上がり率,,,,,,,,2026-06-15,7751.0,0.0966327108092812,0.1183090463136633,0.164863240156297,0.2883976063829787,0.2073606335148272,6910.8,6494.766666666666,0.1215778202234183,0.1934223964935872,-0.0289401152593334,0.5307690477418475,1169200.0,946285.0,1.235568565495596,6259259340.0,243,17.8,13.889999999999995,5.466666666666666,9.55,8.65,6.3,6.8933333333333335,5.763333333333334,1.995,76.31,37.16,18.2,13.19,v4,True,True,True,True,True,True,True,True,True,True,True,True,jpx_liquidity,JPX流動性,223.0,True
57,6113,アマダ,機械,プライム,6113.T,,,,,,,,,,,,2026-06-15,3090.0,0.0631343540340616,0.1057434245840043,0.1625282167042889,0.3353191896111174,0.6307437373156206,2869.35,2609.897489420573,0.0768989492393747,0.1839545470753394,-0.000646830530401,0.5562543150902938,2052700.0,2674820.0,0.7674161251972096,7555983567.5,243,17.766666666666666,14.94,8.516666666666667,8.866666666666667,8.55,6.833333333333332,2.706666666666666,6.288333333333332,1.82,76.29,41.22,17.42,9.54,v4,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,191.0,False
58,6857,アドバンテスト,電気機器,プライム,6857.T,,50.0,2.0,値上がり率・出来高,,,,,,,,2026-06-15,29420.0,0.076669716376944,0.1658410937190411,0.1250478011472275,0.2203829252168052,0.4173703864189497,26564.25,26035.365234375,0.1075035056513924,0.1300014320965314,-0.066031746031746,0.6740691621306338,9988500.0,8545320.0,1.168885425004564,228806494650.0,243,16.96666666666667,12.39,7.416666666666668,9.433333333333335,7.733333333333332,9.908333333333331,6.6,4.83,0.9916666666666666,76.27,36.77,17.17,16.51,v4,True,True,True,True,True,True,True,False,False,True,True,True,jpx_liquidity,JPX流動性,7.0,True
59,9983,ファーストリテイリング,小売業,プライム,9983.T,,,,,,,,,,,,2026-06-15,81080.0,0.0068297528871228,0.0286729256533875,0.1551503063114403,0.2531684698608965,0.4262101067557755,77930.5,72091.0,0.0404142152302371,0.124689628386345,-0.0151828009231143,0.324805228989058,802800.0,1030455.0,0.7790733219791257,79759730650.0,243,17.666666666666664,12.93,7.45,7.216666666666668,7.666666666666668,9.733333333333334,2.88,6.008333333333333,4.1066666666666665,75.66,38.05,14.88,12.61,v4,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,17.0,False
60,6134,ＦＵＪＩ,機械,プライム,6134.T,,104.0,1.0,値上がり率,,,,,,,,2026-06-15,8283.0,0.0797809933515838,0.1565205249930186,0.0708468002585649,0.5791931636872365,1.335072705078206,7762.45,6402.931339518229,0.0670600132690066,0.2936262409809367,-0.0048059593896431,0.5897593779643889,701600.0,977495.0,0.7177530319848183,7257802810.0,243,14.4,16.83,9.55,8.483333333333334,9.416666666666668,6.766666666666665,2.053333333333333,6.206666666666667,1.575,75.28,40.78,17.9,8.82,v4,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,195.0,True
61,6806,ヒロセ電機,電気機器,プライム,6806.T,,,,,,,,,,,,2026-06-15,28460.0,0.0379285193289569,0.0691209616829451,0.1937919463087247,0.3596519057028136,0.6848551141060966,26467.0,23260.87418619792,0.0753013186231912,0.223513775629595,-0.0080167305681422,0.5166126345194426,118500.0,190950.0,0.6205813040062844,5057075350.0,243,18.4,15.15,8.7,8.8,8.933333333333332,5.733333333333333,1.28,6.16,2.0766666666666667,75.23,42.25,17.73,7.01,v4,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,257.0,False
62,8338,筑波銀行,銀行業,プライム,8338.T,,,,,,,,,,,,2026-06-15,718.0,0.0512445095168374,0.1360759493670886,0.1751227495908347,0.2417559855972202,0.7486563118725507,637.2,612.1120422363281,0.1268047708725674,0.1729878689803492,-0.0123550987702663,0.4327258366103902,3166200.0,1684885.0,1.879178697655923,1152310335.0,243,17.9,12.660000000000002,8.883333333333333,9.616666666666667,8.383333333333335,0.8,7.926666666666666,6.09,2.73,74.99,39.44,18.0,8.73,v4,True,True,True,True,True,True,True,True,True,True,True,True,jpx_liquidity,JPX流動性,553.0,False
63,6143,ソディック,機械,プライム,6143.T,,99.0,1.0,値上がり率,,,,,,,,2026-06-15,2017.0,0.0809217577706322,0.1076331685886875,0.1913762551683402,0.4304964539007092,1.237065441614344,1845.2,1590.15,0.0931064383264685,0.2684337955538785,0.0,0.7211939349771169,562100.0,634245.0,0.8862505813999322,1162770525.0,243,18.366666666666664,15.84,9.483333333333334,9.216666666666663,9.3,0.85,4.333333333333333,6.661666666666667,0.91,74.96,43.69,18.52,5.18,v4,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,550.0,True
64,5384,フジミインコーポレーテッド,ガラス・土石製品,プライム,5384.T,,,,,,,,,,,,2026-06-15,4265.0,0.0289505428226779,0.1238471673254282,0.3348982785602503,0.4752796597509272,0.8277248699391349,3839.75,3304.1673299153645,0.1107493977472491,0.2907941923477728,-0.0023391812865497,0.6708467357827783,308300.0,529840.0,0.5818737732145554,1986107575.0,243,19.36666666666667,16.29,9.066666666666665,9.5,9.4,3.0,1.0,6.253333333333333,1.038333333333333,74.91,44.72,18.9,4.0,v4,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,421.0,False
65,6098,リクルートホールディングス,サービス業,プライム,6098.T,,,,,,,,,,,,2026-06-15,10720.0,-0.0064874884151993,-0.00325430032543,0.175180881385661,0.6690900824944634,0.2921794239006721,10444.3,8277.233170572918,0.0263971735779324,0.2951187648200568,-0.0579964850615114,0.4192864511175251,3258800.0,7488500.0,0.4351739333644922,68196174930.0,243,17.93333333333333,17.22,6.366666666666667,6.0,9.483333333333334,9.583333333333336,0.2266666666666666,5.075,2.8466666666666662,74.74,41.52,15.48,9.81,v4,True,True,True,True,True,True,True,False,False,True,True,True,jpx_liquidity,JPX流動性,26.0,False
66,4099,四国化成ホールディングス,化学,プライム,4099.T,,,,,,,,,,,,2026-06-15,6690.0,0.0652866242038217,0.0895765472312704,0.1494845360824741,0.319526627218935,1.4140505284664648,6167.0,5357.5,0.0848062266904492,0.2487167522165188,0.0,0.5483317748248775,204200.0,228350.0,0.8942412962557478,1388651850.0,243,17.533333333333335,14.61,9.583333333333336,9.05,9.133333333333333,1.4499999999999995,4.493333333333333,6.661666666666667,1.866666666666667,74.38,41.73,18.18,5.94,v4,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,514.0,False
67,6141,ＤＭＧ森精機,機械,プライム,6141.T,,94.0,1.0,値上がり率,,,,,,,,2026-06-15,3671.0,0.0822523584905661,0.1407706650093225,0.0809776207302708,0.4081319524357498,0.3981360189894274,3368.3,3002.925,0.0898672921058099,0.2224747537817293,-0.0397593512947946,0.5420357894625072,1392700.0,1395455.0,0.9980257335421064,4682933515.0,243,14.9,15.63,7.283333333333335,9.15,8.916666666666668,5.600000000000001,5.36,5.541666666666666,1.9016666666666668,74.28,37.81,18.07,10.96,v4,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,265.0,True
68,8604,野村ホールディングス,証券、商品先物取引業,プライム,8604.T,,47.0,1.0,出来高,,,,,,,,2026-06-15,1414.0,0.0362770245511177,0.0400882677454945,0.1330128205128204,0.2206331956301845,0.1021160821961471,1320.075,1285.5171834309897,0.0711512603450561,0.0999464015145212,-0.0334778229927966,0.2751730049224626,10446400.0,10827380.0,0.9648132789280508,14545307717.5,243,17.233333333333334,12.42,4.4,8.633333333333333,7.116666666666667,8.316666666666668,5.08,5.635,5.086666666666667,73.92,34.05,15.75,13.4,v4,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,102.0,True
69,6871,日本マイクロニクス,電気機器,プライム,6871.T,,,,,,,,,,,,2026-06-15,15900.0,0.0557768924302788,0.2249614791987673,0.0133843212237094,0.4285714285714286,1.516906290317943,14510.0,12948.5,0.0957960027567195,0.2279414604008185,-0.0404345202172601,0.9642290014817388,1263100.0,1120405.0,1.1273601956435395,16420237000.0,243,9.566666666666668,15.78,9.683333333333335,9.266666666666666,8.966666666666665,8.516666666666667,6.253333333333333,5.506666666666666,0.3616666666666667,73.9,35.03,18.23,14.77,v4,True,True,True,True,True,True,True,False,True,True,False,False,jpx_liquidity,JPX流動性,90.0,False
70,5831,しずおかフィナンシャルグループ,銀行業,プライム,5831.T,,,,,,,,,,,,2026-06-15,3121.0,0.022608125819135,0.0773213669313082,0.0778794681402175,0.2530087227082112,0.3032837743024765,2936.125,2809.635567220052,0.0629656434926986,0.1108202203917936,0.0,0.2362689130471868,1877300.0,1789930.0,1.048811964713704,5304269275.0,243,14.733333333333334,12.9,6.45,8.25,7.333333333333332,5.916666666666666,5.666666666666668,6.661666666666667,5.961666666666668,73.87,34.08,15.58,11.58,v4,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,246.0,False
71,5076,インフロニア・ホールディングス,建設業,プライム,5076.T,,,,,,,,,,,,2026-06-15,2716.0,0.0582505357490745,0.0695018704469383,0.0703448275862068,0.2336228932131832,0.3816094660564342,2469.25,2291.7267252604165,0.0999291282778171,0.1851325771362952,0.0,0.3533570116001501,2197200.0,2043850.0,1.0750299679526385,4704560245.0,243,14.3,12.54,7.15,9.316666666666665,8.566666666666668,5.616666666666666,5.906666666666666,6.661666666666667,3.675,73.73,33.99,17.88,11.52,v4,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,264.0,False
72,4092,日本化学工業,化学,プライム,4092.T,,74.0,1.0,値上がり率,,,,,,,,2026-06-15,5020.0,0.088937093275488,-0.0233463035019455,0.3734610123119015,0.6420128207186058,0.9689009722838908,4732.25,3747.091174316406,0.06080617042633,0.3397058588828745,-0.0987432675044883,1.1568813336821606,383100.0,629965.0,0.6081290230409626,3223692900.0,243,19.56666666666667,17.04,9.25,8.166666666666668,9.616666666666667,4.65,1.1866666666666668,4.025,0.21,73.71,45.86,17.78,5.84,v4,True,True,True,True,True,True,True,False,False,True,False,False,jpx_liquidity,JPX流動性,322.0,True
73,3046,ジンズホールディングス,小売業,プライム,3046.T,,,,,,,,,,,,2026-06-15,8560.0,-0.0250569476082004,0.0,0.1806896551724137,0.6304761904761904,0.5849401179468958,8155.0,6790.666666666667,0.0496627835683629,0.2605537011584526,-0.0614035087719297,0.4423552874140546,193200.0,254815.0,0.7581971234032533,2128986650.0,243,18.066666666666663,16.95,8.433333333333335,7.716666666666665,9.216666666666663,3.2,2.56,4.958333333333334,2.59,73.69,43.45,16.93,5.76,v4,True,True,True,True,True,True,True,False,False,True,True,True,jpx_liquidity,JPX流動性,409.0,False
74,4631,ＤＩＣ,化学,プライム,4631.T,,,,,,,,,,,,2026-06-15,5030.0,0.0440016604400166,0.0620777027027026,0.1321179383299573,0.2798982188295165,0.393264265488211,4793.45,4098.566666666667,0.0493485902637975,0.2272583098156266,0.0,0.3367727520182439,624700.0,761685.0,0.8201553135482516,3349757800.0,243,17.2,13.59,7.233333333333335,7.683333333333333,8.95,4.8,3.48,6.661666666666667,3.9083333333333337,73.51,38.02,16.63,8.28,v4,True,True,True,True,True,True,True,False,True,True,True,True,jpx_liquidity,JPX流動性,313.0,False
